season,division,matchday,date,time,home_team,away_team,score
2009-2010,2,27,3/7/10,5:00 PM,Cádiz CF,Albacete,4:3
2009-2010,2,27,3/7/10,5:00 PM,Real Sociedad,CD Numancia,2:1
2009-2010,2,28,3/12/10,9:00 PM,FC Cartagena,Cádiz CF,4:1
2009-2010,2,28,3/13/10,6:00 PM,CD Numancia,SD Huesca,1:0
2009-2010,2,28,3/13/10,6:00 PM,Levante,Gimnàstic,6:1
2009-2010,2,28,3/13/10,6:00 PM,Córdoba CF,Real Murcia,0:1
2009-2010,2,28,3/13/10,6:00 PM,Rayo Vallecano,Villarreal CF B,0:2
2009-2010,2,28,3/13/10,6:00 PM,Real Unión,Real Betis,1:3
2009-2010,2,28,3/13/10,8:00 PM,CD Castellón,Girona,0:1
2009-2010,2,28,3/14/10,12:00 PM,Hércules CF,UD Las Palmas,0:1
2009-2010,2,28,3/14/10,5:00 PM,UD Salamanca,Real Sociedad,0:0
2009-2010,2,28,3/14/10,5:00 PM,Recr. Huelva,Elche CF,2:1
2009-2010,2,28,3/14/10,5:00 PM,Albacete,Celta de Vigo,0:2
2009-2010,2,29,3/19/10,9:00 PM,Real Murcia,Hércules CF,0:0
2009-2010,2,29,3/20/10,6:00 PM,Gimnàstic,Córdoba CF,0:2
2009-2010,2,29,3/20/10,6:00 PM,Elche CF,Albacete,2:1
2009-2010,2,29,3/20/10,6:00 PM,Celta de Vigo,FC Cartagena,1:0
2009-2010,2,29,3/20/10,6:00 PM,Villarreal CF B,Real Unión,3:1
2009-2010,2,29,3/20/10,8:00 PM,UD Las Palmas,Recr. Huelva,1:1
2009-2010,2,29,3/21/10,12:00 PM,Real Sociedad,Levante,3:1
2009-2010,2,29,3/21/10,5:00 PM,Girona,CD Numancia,0:0
2009-2010,2,29,3/21/10,5:00 PM,SD Huesca,UD Salamanca,2:0
2009-2010,2,29,3/21/10,5:00 PM,Cádiz CF,Rayo Vallecano,1:1
2009-2010,2,29,3/22/10,9:00 PM,Real Betis,CD Castellón,2:0
2009-2010,2,30,3/26/10,9:00 PM,Real Unión,Cádiz CF,0:0
2009-2010,2,30,3/27/10,4:00 PM,Real Betis,Girona,0:1
2009-2010,2,30,3/27/10,6:00 PM,Levante,SD Huesca,1:1
2009-2010,2,30,3/27/10,6:00 PM,Córdoba CF,Real Sociedad,2:0
2009-2010,2,30,3/27/10,6:00 PM,Recr. Huelva,Real Murcia,0:2
2009-2010,2,30,3/27/10,6:00 PM,Albacete,UD Las Palmas,3:2
2009-2010,2,30,3/27/10,6:00 PM,Rayo Vallecano,Celta de Vigo,1:2
2009-2010,2,30,3/27/10,6:00 PM,CD Castellón,Villarreal CF B,3:2
2009-2010,2,30,3/28/10,12:00 PM,FC Cartagena,Elche CF,0:2
2009-2010,2,30,3/28/10,5:00 PM,UD Salamanca,CD Numancia,1:3
2009-2010,2,30,3/28/10,5:00 PM,Hércules CF,Gimnàstic,0:1
2009-2010,2,31,4/2/10,9:00 PM,CD Numancia,Levante,0:1
2009-2010,2,31,4/3/10,6:00 PM,Elche CF,Rayo Vallecano,2:2
2009-2010,2,31,4/3/10,6:00 PM,Celta de Vigo,Real Unión,0:1
2009-2010,2,31,4/3/10,6:00 PM,SD Huesca,Córdoba CF,0:0
2009-2010,2,31,4/3/10,6:00 PM,Gimnàstic,Recr. Huelva,1:1
2009-2010,2,31,4/3/10,6:00 PM,Real Murcia,Albacete,0:2
2009-2010,2,31,4/3/10,6:00 PM,UD Las Palmas,FC Cartagena,0:1
2009-2010,2,31,4/4/10,12:00 PM,Real Sociedad,Hércules CF,1:0
2009-2010,2,31,4/4/10,5:00 PM,Cádiz CF,CD Castellón,1:0
2009-2010,2,31,4/4/10,5:00 PM,Girona,UD Salamanca,1:0
2009-2010,2,31,4/5/10,9:00 PM,Villarreal CF B,Real Betis,2:2
2009-2010,2,32,4/9/10,9:00 PM,Hércules CF,SD Huesca,0:2
2009-2010,2,32,4/10/10,6:00 PM,Albacete,Gimnàstic,1:1
2009-2010,2,32,4/10/10,6:00 PM,Rayo Vallecano,UD Las Palmas,3:2
2009-2010,2,32,4/10/10,6:00 PM,Real Unión,Elche CF,0:3
2009-2010,2,32,4/10/10,6:00 PM,Real Betis,Cádiz CF,4:0
2009-2010,2,32,4/10/10,6:00 PM,Villarreal CF B,Girona,2:0
2009-2010,2,32,4/11/10,12:00 PM,FC Cartagena,Real Murcia,3:2
2009-2010,2,32,4/11/10,5:00 PM,Levante,UD Salamanca,2:0
2009-2010,2,32,4/11/10,5:00 PM,Córdoba CF,CD Numancia,2:1
2009-2010,2,32,4/11/10,5:00 PM,CD Castellón,Celta de Vigo,2:1
2009-2010,2,32,4/12/10,9:00 PM,Recr. Huelva,Real Sociedad,2:0
2009-2010,2,33,4/16/10,9:00 PM,Girona,Levante,0:4
2009-2010,2,33,4/17/10,6:00 PM,SD Huesca,Recr. Huelva,1:2
2009-2010,2,33,4/17/10,6:00 PM,Real Sociedad,Albacete,0:0
2009-2010,2,33,4/17/10,6:00 PM,Gimnàstic,FC Cartagena,3:2
2009-2010,2,33,4/18/10,12:00 PM,Celta de Vigo,Real Betis,1:1
2009-2010,2,33,4/18/10,5:00 PM,UD Salamanca,Córdoba CF,1:0
2009-2010,2,33,4/18/10,5:00 PM,CD Numancia,Hércules CF,1:1
2009-2010,2,33,4/18/10,5:00 PM,Real Murcia,Rayo Vallecano,0:3
2009-2010,2,33,4/18/10,5:00 PM,UD Las Palmas,Real Unión,2:1
2009-2010,2,33,4/18/10,5:00 PM,Elche CF,CD Castellón,2:0
2009-2010,2,33,4/18/10,5:00 PM,Cádiz CF,Villarreal CF B,0:0
2009-2010,2,34,4/23/10,9:00 PM,Rayo Vallecano,Gimnàstic,2:3
2009-2010,2,34,4/24/10,6:00 PM,Albacete,SD Huesca,0:0
2009-2010,2,34,4/24/10,6:00 PM,Real Unión,Real Murcia,2:0
2009-2010,2,34,4/24/10,6:00 PM,CD Castellón,UD Las Palmas,2:0
2009-2010,2,34,4/24/10,6:00 PM,Real Betis,Elche CF,0:3
2009-2010,2,34,4/24/10,6:00 PM,Villarreal CF B,Celta de Vigo,1:0
2009-2010,2,34,4/25/10,12:00 PM,FC Cartagena,Real Sociedad,1:1
2009-2010,2,34,4/25/10,5:00 PM,Córdoba CF,Levante,2:1
2009-2010,2,34,4/25/10,5:00 PM,Hércules CF,UD Salamanca,4:0
2009-2010,2,34,4/25/10,5:00 PM,Recr. Huelva,CD Numancia,1:3
2009-2010,2,34,4/25/10,5:00 PM,Cádiz CF,Girona,2:0
2009-2010,2,35,4/30/10,9:00 PM,Elche CF,Villarreal CF B,2:3
2009-2010,2,35,5/1/10,6:00 PM,Celta de Vigo,Cádiz CF,2:1
2009-2010,2,35,5/1/10,6:00 PM,Girona,Córdoba CF,2:1
2009-2010,2,35,5/1/10,6:00 PM,CD Numancia,Albacete,1:1
2009-2010,2,35,5/1/10,6:00 PM,SD Huesca,FC Cartagena,0:2
2009-2010,2,35,5/1/10,6:00 PM,Real Sociedad,Rayo Vallecano,1:0
2009-2010,2,35,5/1/10,6:00 PM,UD Las Palmas,Real Betis,1:1
2009-2010,2,35,5/2/10,12:00 PM,Levante,Hércules CF,2:1
2009-2010,2,35,5/2/10,5:00 PM,UD Salamanca,Recr. Huelva,1:2
2009-2010,2,35,5/2/10,5:00 PM,Real Murcia,CD Castellón,1:1
2009-2010,2,35,5/3/10,9:00 PM,Gimnàstic,Real Unión,1:2
2009-2010,2,36,5/7/10,9:00 PM,CD Castellón,Gimnàstic,0:0
2009-2010,2,36,5/8/10,6:00 PM,Recr. Huelva,Levante,0:1
2009-2010,2,36,5/8/10,6:00 PM,FC Cartagena,CD Numancia,2:1
2009-2010,2,36,5/8/10,6:00 PM,Rayo Vallecano,SD Huesca,4:1
2009-2010,2,36,5/8/10,6:00 PM,Real Unión,Real Sociedad,0:0
2009-2010,2,36,5/8/10,6:00 PM,Villarreal CF B,UD Las Palmas,2:5
2009-2010,2,36,5/8/10,6:00 PM,Celta de Vigo,Girona,2:1
2009-2010,2,36,5/9/10,12:00 PM,Real Betis,Real Murcia,1:1
2009-2010,2,36,5/9/10,5:00 PM,Albacete,UD Salamanca,2:1
2009-2010,2,36,5/9/10,7:00 PM,Cádiz CF,Elche CF,2:1
2009-2010,2,36,5/10/10,9:00 PM,Hércules CF,Córdoba CF,4:0
2009-2010,2,37,5/14/10,9:00 PM,Real Sociedad,CD Castellón,0:0
2009-2010,2,37,5/15/10,4:00 PM,Córdoba CF,Recr. Huelva,1:1
2009-2010,2,37,5/15/10,6:00 PM,Levante,Albacete,1:1
2009-2010,2,37,5/15/10,6:00 PM,UD Salamanca,FC Cartagena,1:0
2009-2010,2,37,5/15/10,6:00 PM,SD Huesca,Real Unión,2:3
2009-2010,2,37,5/15/10,6:00 PM,Gimnàstic,Real Betis,0:1
2009-2010,2,37,5/15/10,6:00 PM,Real Murcia,Villarreal CF B,2:2
2009-2010,2,37,5/15/10,6:00 PM,UD Las Palmas,Cádiz CF,1:1
2009-2010,2,37,5/16/10,12:00 PM,Elche CF,Celta de Vigo,1:0
2009-2010,2,37,5/16/10,5:00 PM,CD Numancia,Rayo Vallecano,1:1
2009-2010,2,37,5/17/10,9:00 PM,Girona,Hércules CF,1:1
2009-2010,2,38,5/22/10,4:00 PM,Elche CF,Girona,4:0
2009-2010,2,38,5/22/10,6:00 PM,Albacete,Córdoba CF,3:0
2009-2010,2,38,5/22/10,6:00 PM,FC Cartagena,Levante,3:5
2009-2010,2,38,5/22/10,6:00 PM,Real Unión,CD Numancia,4:3
2009-2010,2,38,5/22/10,6:00 PM,CD Castellón,SD Huesca,1:2
2009-2010,2,38,5/22/10,6:00 PM,Celta de Vigo,UD Las Palmas,1:0
2009-2010,2,38,5/23/10,5:00 PM,Rayo Vallecano,UD Salamanca,0:0
2009-2010,2,38,5/23/10,5:00 PM,Villarreal CF B,Gimnàstic,1:0
2009-2010,2,38,5/23/10,7:00 PM,Recr. Huelva,Hércules CF,0:0
2009-2010,2,38,5/23/10,7:00 PM,Cádiz CF,Real Murcia,1:0
2009-2010,2,38,5/23/10,9:00 PM,Real Betis,Real Sociedad,1:0
2009-2010,2,39,5/29/10,8:00 PM,SD Huesca,Real Betis,0:1
2009-2010,2,39,5/29/10,8:00 PM,Real Sociedad,Villarreal CF B,2:1
2009-2010,2,39,5/29/10,8:00 PM,UD Las Palmas,Elche CF,4:1
2009-2010,2,39,5/29/10,8:00 PM,Córdoba CF,FC Cartagena,1:2
2009-2010,2,39,5/29/10,10:00 PM,Levante,Rayo Vallecano,2:1
2009-2010,2,39,5/30/10,5:00 PM,Gimnàstic,Cádiz CF,0:2
2009-2010,2,39,5/30/10,5:00 PM,Real Murcia,Celta de Vigo,4:1
2009-2010,2,39,5/30/10,5:00 PM,Girona,Recr. Huelva,0:0
2009-2010,2,39,5/30/10,5:00 PM,UD Salamanca,Real Unión,3:0
2009-2010,2,39,5/30/10,7:00 PM,CD Numancia,CD Castellón,2:1
2009-2010,2,39,5/30/10,9:00 PM,Hércules CF,Albacete,5:1
2009-2010,2,40,6/5/10,4:00 PM,CD Castellón,UD Salamanca,1:2
2009-2010,2,40,6/5/10,6:00 PM,Albacete,Recr. Huelva,1:3
2009-2010,2,40,6/5/10,6:00 PM,Villarreal CF B,SD Huesca,1:1
2009-2010,2,40,6/5/10,6:00 PM,Cádiz CF,Real Sociedad,1:3
2009-2010,2,40,6/5/10,6:00 PM,Celta de Vigo,Gimnàstic,3:1
2009-2010,2,40,6/5/10,6:00 PM,Elche CF,Real Murcia,1:2
2009-2010,2,40,6/5/10,6:00 PM,UD Las Palmas,Girona,0:1
2009-2010,2,40,6/5/10,9:30 PM,Real Betis,CD Numancia,2:0
2009-2010,2,40,6/6/10,5:00 PM,Rayo Vallecano,Córdoba CF,3:2
2009-2010,2,40,6/6/10,7:00 PM,Real Unión,Levante,2:1
2009-2010,2,40,6/6/10,9:00 PM,FC Cartagena,Hércules CF,0:0
2009-2010,2,41,6/12/10,6:00 PM,CD Numancia,Villarreal CF B,1:0
2009-2010,2,41,6/13/10,6:00 PM,Albacete,Girona,3:0
2009-2010,2,41,6/13/10,6:00 PM,Recr. Huelva,FC Cartagena,1:0
2009-2010,2,41,6/13/10,6:00 PM,Hércules CF,Rayo Vallecano,2:1
2009-2010,2,41,6/13/10,6:00 PM,Córdoba CF,Real Unión,4:0
2009-2010,2,41,6/13/10,6:00 PM,Levante,CD Castellón,3:1
2009-2010,2,41,6/13/10,6:00 PM,UD Salamanca,Real Betis,1:1
2009-2010,2,41,6/13/10,6:00 PM,SD Huesca,Cádiz CF,2:1
2009-2010,2,41,6/13/10,6:00 PM,Real Sociedad,Celta de Vigo,2:0
2009-2010,2,41,6/13/10,6:00 PM,Gimnàstic,Elche CF,3:1
2009-2010,2,41,6/13/10,6:00 PM,Real Murcia,UD Las Palmas,1:0
2009-2010,2,42,6/19/10,6:00 PM,FC Cartagena,Albacete,0:4
2009-2010,2,42,6/19/10,6:00 PM,Rayo Vallecano,Recr. Huelva,4:0
2009-2010,2,42,6/19/10,6:00 PM,Real Unión,Hércules CF,0:2
2009-2010,2,42,6/19/10,6:00 PM,CD Castellón,Córdoba CF,0:1
2009-2010,2,42,6/19/10,6:00 PM,Real Betis,Levante,4:0
2009-2010,2,42,6/19/10,6:00 PM,Villarreal CF B,UD Salamanca,1:2
2009-2010,2,42,6/19/10,6:00 PM,Cádiz CF,CD Numancia,4:2
2009-2010,2,42,6/19/10,6:00 PM,Celta de Vigo,SD Huesca,0:1
2009-2010,2,42,6/19/10,6:00 PM,Elche CF,Real Sociedad,4:1
2009-2010,2,42,6/19/10,6:00 PM,UD Las Palmas,Gimnàstic,1:0
2009-2010,2,42,6/19/10,6:00 PM,Girona,Real Murcia,1:1
2010-2011,2,1,8/27/10,9:00 PM,Real Valladolid,Villarreal CF B,3:0
2010-2011,2,1,8/28/10,6:00 PM,Celta de Vigo,Barcelona B,1:2
2010-2011,2,1,8/28/10,6:00 PM,Girona,CD Tenerife,4:2
2010-2011,2,1,8/28/10,6:00 PM,UD Las Palmas,Gimnàstic,3:2
2010-2011,2,1,8/28/10,6:00 PM,Ponferradina,SD Huesca,0:0
2010-2011,2,1,8/28/10,6:00 PM,Elche CF,Recr. Huelva,1:0
2010-2011,2,1,8/29/10,12:00 PM,Rayo Vallecano,CD Numancia,3:2
2010-2011,2,1,8/29/10,7:00 PM,UD Salamanca,Córdoba CF,1:1
2010-2011,2,1,8/29/10,7:00 PM,Albacete,Alcorcón,1:1
2010-2011,2,1,8/29/10,8:30 PM,Xerez CD,FC Cartagena,1:4
2010-2011,2,1,8/29/10,9:00 PM,Real Betis,Granada CF,4:1
2010-2011,2,2,9/4/10,6:00 PM,FC Cartagena,Elche CF,0:1
2010-2011,2,2,9/4/10,6:00 PM,Gimnàstic,Girona,2:0
2010-2011,2,2,9/4/10,6:00 PM,SD Huesca,UD Las Palmas,0:0
2010-2011,2,2,9/4/10,6:00 PM,Villarreal CF B,Albacete,1:0
2010-2011,2,2,9/4/10,6:00 PM,Recr. Huelva,Real Betis,1:3
2010-2011,2,2,9/4/10,8:00 PM,Córdoba CF,Rayo Vallecano,2:3
2010-2011,2,2,9/5/10,12:00 PM,Alcorcón,Ponferradina,2:0
2010-2011,2,2,9/5/10,5:00 PM,CD Numancia,Celta de Vigo,1:3
2010-2011,2,2,9/5/10,7:00 PM,Granada CF,Real Valladolid,0:1
2010-2011,2,2,9/5/10,8:00 PM,CD Tenerife,UD Salamanca,1:2
2010-2011,2,2,9/5/10,9:00 PM,Barcelona B,Xerez CD,2:1
2010-2011,2,3,9/10/10,9:00 PM,UD Salamanca,Gimnàstic,1:0
2010-2011,2,3,9/11/10,4:00 PM,Celta de Vigo,Córdoba CF,3:2
2010-2011,2,3,9/11/10,6:00 PM,Rayo Vallecano,CD Tenerife,1:0
2010-2011,2,3,9/11/10,6:00 PM,Ponferradina,Villarreal CF B,1:5
2010-2011,2,3,9/11/10,6:00 PM,Elche CF,Real Betis,0:2
2010-2011,2,3,9/11/10,6:00 PM,FC Cartagena,Barcelona B,5:1
2010-2011,2,3,9/11/10,7:00 PM,UD Las Palmas,Alcorcón,4:1
2010-2011,2,3,9/11/10,9:30 PM,Albacete,Granada CF,2:1
2010-2011,2,3,9/12/10,12:00 PM,Real Valladolid,Recr. Huelva,4:0
2010-2011,2,3,9/12/10,5:00 PM,Girona,SD Huesca,3:1
2010-2011,2,3,9/12/10,5:00 PM,Xerez CD,CD Numancia,1:0
2010-2011,2,4,9/17/10,9:00 PM,Villarreal CF B,UD Las Palmas,0:3
2010-2011,2,4,9/18/10,4:00 PM,Barcelona B,Elche CF,2:0
2010-2011,2,4,9/18/10,6:00 PM,CD Numancia,FC Cartagena,2:0
2010-2011,2,4,9/18/10,6:00 PM,Córdoba CF,Xerez CD,0:2
2010-2011,2,4,9/18/10,6:00 PM,CD Tenerife,Celta de Vigo,0:2
2010-2011,2,4,9/18/10,6:00 PM,SD Huesca,UD Salamanca,0:1
2010-2011,2,4,9/18/10,6:00 PM,Alcorcón,Girona,3:1
2010-2011,2,4,9/19/10,12:00 PM,Real Betis,Real Valladolid,2:1
2010-2011,2,4,9/19/10,5:00 PM,Gimnàstic,Rayo Vallecano,0:1
2010-2011,2,4,9/19/10,5:00 PM,Granada CF,Ponferradina,2:0
